PlanetNaturalId,PlanetName,ExplorersGraceEnabled,SimulationPeriod,TimestampMs,NextPopulationPioneer,NextPopulationSettler,NextPopulationTechnician,NextPopulationEngineer,NextPopulationScientist,PopulationDifferencePioneer,PopulationDifferenceSettler,PopulationDifferenceTechnician,PopulationDifferenceEngineer,PopulationDifferenceScientist,AverageHappinessPioneer,AverageHappinessSettler,AverageHappinessTechnician,AverageHappinessEngineer,AverageHappinessScientist,UnemploymentRatePioneer,UnemploymentRateSettler,UnemploymentRateTechnician,UnemploymentRateEngineer,UnemploymentRateScientist,OpenJobsPioneer,OpenJobsSettler,OpenJobsTechnician,OpenJobsEngineer,OpenJobsScientist,NeedFulfillmentLifeSupport,NeedFulfillmentSafety,NeedFulfillmentHealth,NeedFulfillmentComfort,NeedFulfillmentCulture,NeedFulfillmentEducation
XD-492e,XD-492e,False,28,1659648593652,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492e,XD-492e,False,29,1660253393652,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492e,XD-492e,False,30,1660858193652,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492e,XD-492e,False,31,1661462993652,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492e,XD-492e,False,32,1662067793652,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492e,XD-492e,False,33,1662672593652,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TD-228b,Rhazes,True,0,1635690655125,1028,12,0,0,0,228,12,0,0,0,1,1,1,0.8500000238418579,0.75,0,0,0,0,0,360,260,0,0,0,1,1,1,0,0,0
TD-228b,Rhazes,True,1,1636295455125,1321,31,0,0,0,293,19,0,0,0,1,1,1,0.8356898427009583,0.7356898188591003,0,0,0,0,0,192,268,0,0,0,1,0.7674596905708313,1,0,0,0
TD-228b,Rhazes,True,2,1636900255125,1697,60,0,0,0,376,29,0,0,0,1,1,1,0.8223174810409546,0.7228183746337891,0,0,0,0,0,389,349,0,0,0,1,0.5890148878097534,0.9787129759788513,0,0,0
TD-228b,Rhazes,True,3,1637505055125,2181,102,1,0,0,484,42,1,0,0,1,1,1,0.7946161031723022,0.7001524567604065,0,0,0,0,0,253,320,70,0,0,1,0.45223289728164673,0.7503282427787781,0,0,0
TD-228b,Rhazes,False,4,1638109855125,2675,165,2,0,0,494,63,1,0,0,0.9417274594306946,1,0.996471107006073,0.7150898575782776,0.5723186731338501,0.03255387395620346,0,0,0,0,0,278,69,0,0,1,0.793806791305542,1,0.7684154510498047,0,0
TD-228b,Rhazes,False,5,1638714655125,3791,260,4,0,0,716,95,2,0,0,0.9478244185447693,1,0.9977944493293762,0.6791674494743347,0.5009139180183411,0,0,0,0,0,155,695,68,0,0,1,0.8673515915870667,1,0.8673515915870667,0,0
TD-228b,Rhazes,False,6,1639319455125,4531,392,8,0,0,740,132,4,0,0,0.9102101922035217,1,0.9982355833053589,0.6661553978919983,0.4550953507423401,0.06093379110097885,0,0,0,0,0,620,66,0,0,1,0.9463915228843689,1,0.9463915228843689,0,0
TD-228b,Rhazes,False,7,1639924255125,5066,574,14,0,0,535,182,6,0,0,0.833017110824585,1,0.9991177916526794,0.6747519373893738,0.44233962893486023,0.23195762932300568,0,0,0,0,0,528,62,0,0,1,1,1,1,0,0
TD-228b,Rhazes,False,8,1640529055125,5245,817,23,0,0,179,243,9,0,0,0.7502933144569397,1,0.9995588660240173,0.6691262722015381,0.4294598400592804,0.2814843952655792,0,0,0,0,0,446,56,0,0,1,0.9166885614395142,1,0.9166885614395142,0,0
TD-228b,Rhazes,False,9,1641133855125,5166,1132,39,0,0,-79,315,16,0,0,0.6974157094955444,1,1,0.6852304935455322,0.44015365839004517,0.30600571632385254,0,0,0,0,0,203,47,0,0,1,1,1,1,0,0
TD-228b,Rhazes,False,10,1641738655125,5094,1467,62,0,0,-72,335,23,0,0,0.6685478091239929,0.9416254162788391,1,0.6912958025932312,0.4441971778869629,0.29152148962020874,0.04593639448285103,0,0,0,0,0,31,0,0,1,1,1,1,0,0
TD-228b,Rhazes,False,11,1642343455125,5032,1664,96,0,0,-62,197,34,0,0,0.6518793702125549,0.8020650744438171,1,0.6764054298400879,0.4342934191226959,0.2697291076183319,0.2638036906719208,0,0,0,0,0,58,0,0,0.9965272545814514,0.8916760683059692,0.9965272545814514,0.8916760683059692,0,0
TD-228b,Rhazes,False,12,1642948255125,5176,1735,141,0,0,-56,71,45,0,0,0.6746962070465088,0.7183675169944763,1,0.6857219934463501,0.4404958188533783,0.2373853176832199,0.2788461446762085,0,0,0,0,0,24,0,0,1,1,1,1,0,0
TD-228b,Rhazes,False,13,1643553055125,5130,1766,172,1,0,-46,31,31,1,0,0.6507115960121155,0.5965307950973511,0.8231732845306396,0.625668466091156,0.4004572033882141,0.2291344702243805,0.3083573579788208,0.1489361673593521,0,0,0,0,0,0,0,1,0.6421736478805542,1,0.6421736478805542,0,0
TD-228b,Rhazes,False,14,1644157855125,5085,1799,185,1,0,-45,33,13,0,0,0.6891673803329468,0.5749727487564087,0.7085530757904053,0.7387831211090088,0.41986122727394104,0.21052631735801697,0.3204982876777649,0.302325576543808,0,0,0,0,0,29,0,1,1,1,1,0,0
TD-228b,Rhazes,False,15,1644762655125,5017,1851,199,3,0,-68,52,14,2,0,0.6721780300140381,0.5388336777687073,0.5773117542266846,0.7716099619865417,0.4113897979259491,0.2586037218570709,0.3329627513885498,0.3513513505458832,0,0,0,0,0,29,0,1,0.8709189295768738,1,0.8709189295768738,0,0
TD-228b,Rhazes,False,16,1645367455125,4762,1857,204,4,0,-55,6,5,1,0,0.5857408046722412,0.454886794090271,0.43673422932624817,0.7479879260063171,0.38104957342147827,0.3502179682254791,0.4057266414165497,0.39698493480682373,0,0,0,0,0,27,0,0.9315866231918335,0.6297520995140076,0.9315866231918335,0.6297520995140076,0,0
TD-228b,Rhazes,False,17,1645972255125,4078,2262,373,55,0,-684,405,169,51,0,0.5653647184371948,0.4418317377567291,0.3946283757686615,0.7938724160194397,0.3952954113483429,0.3427131474018097,0.4076467454433441,0.4117647111415863,0,0,0,0,0,26,0,0.9374542236328125,0.9374542236328125,0.9374542236328125,0.9374542236328125,0,0
TD-228b,Rhazes,False,18,1646577055125,3561,2475,461,112,7,-517,213,88,57,7,0.5944070816040039,0.390531986951828,0.27337849140167236,0.5594109296798706,0.40503665804862976,0.2324668914079666,0.5137046575546265,0.6782841682434082,0.4545454680919647,0,0,0,0,0,0,0.9456264972686768,0.9456264972686768,0.9456264972686768,0.9456264972686768,0,0
TD-228b,Rhazes,False,19,1647181855125,3531,2311,393,101,6,-30,-164,-68,-11,-1,0.6527829766273499,0.3303835988044739,0.18521113693714142,0.3313063681125641,0.2441840022802353,0.10699241608381271,0.539393961429596,0.6529284119606018,0.7321428656578064,1,0,0,0,0,0,1,0.7091066837310791,0.9564397931098938,0.7091066837310791,0,0
TD-228b,Rhazes,False,20,1647786655125,3507,2101,327,78,4,-24,-210,-66,-23,-2,0.6708256602287292,0.27679941058158875,0.1379699409008026,0.16034547984600067,0.14372500777244568,0.09940526634454727,0.4872349500656128,0.4020356237888336,0.5049505233764648,1,0,0,0,0,0,1,0.6805376410484314,0.750969409942627,0,0,0
TD-228b,Rhazes,False,21,1648391455125,3993,2043,305,67,3,486,-58,-22,-11,-1,0.8488988876342773,0.4095599055290222,0.309856653213501,0.26339346170425415,0.2636459171772003,0.05902480706572533,0.40504521131515503,0.23547400534152985,0.3589743673801422,1,0,0,0,0,0,1,0.38299667835235596,0.31199508905410767,0.04117243364453316,0,0
TD-228b,Rhazes,False,22,1648996255125,3965,1864,276,52,2,-28,-179,-29,-15,-1,0.6690587401390076,0.2807607054710388,0.26612433791160583,0.1341845989227295,0.021276595070958138,0.1735537201166153,0.38815468549728394,0.1803278625011444,0.2537313401699066,1,0,0,0,0,0,1,0.8699083924293518,0.7525557279586792,0.7525557279586792,0,0
TD-228b,Rhazes,False,23,1649601055125,4618,1901,292,53,2,653,37,16,1,0,0.8783525824546814,0.546473503112793,0.614661693572998,0.48707205057144165,0.20000000298023224,0.15258511900901794,0.32939913868904114,0.09420289844274521,0.03846153989434242,1,0,0,0,0,0,1,0.7034749388694763,0.9741140007972717,0.7034749388694763,0,0
TD-228b,Rhazes,False,24,1650205855125,5346,1950,360,55,2,728,49,68,2,0,0.873683512210846,0.6375216245651245,0.855387806892395,0.7403579354286194,0.20000000298023224,0.2724123001098633,0.3424513339996338,0,0,1,0,0,38,17,0,1,1,0.9361369609832764,0.9361369609832764,0,0
TD-228b,Rhazes,False,25,1650810655125,5288,1934,375,56,1,-58,-16,15,1,-1,0.5822415947914124,0.4342825412750244,0.6008111834526062,0.461602121591568,0,0.3714927136898041,0.3589743673801422,0.2222222238779068,0.27272728085517883,1,0,0,0,0,0,0.901076078414917,0.8582161068916321,0.7370074391365051,0.7370074391365051,0,0
TD-228b,Rhazes,False,26,1651415455125,5230,1922,390,53,1,-58,-12,15,-3,0,0.5286283493041992,0.43734556436538696,0.550817608833313,0.4008021652698517,0,0.33245083689689636,0.31230610609054565,0.25333333015441895,0.2857142984867096,1,0,0,0,0,0,0.9210870265960693,0.6620418429374695,0.8258975744247437,0.6620418429374695,0,0
TD-228b,Rhazes,False,27,1652020255125,5368,1933,399,50,1,-62,11,9,-3,0,0.520149290561676,0.4569995403289795,0.4863238036632538,0.353484570980072,0,0.3241252303123474,0.3080124855041504,0.28205129504203796,0.24528302252292633,1,0,0,0,0,0,0.9812724590301514,0.9027197957038879,0.7589380741119385,0.7589380741119385,0,0
TD-228b,Rhazes,False,28,1652625055125,5303,1972,399,46,1,-65,39,0,-4,0,0.5296481847763062,0.48525699973106384,0.43923720717430115,0.33777642250061035,0,0.31631892919540405,0.28608381748199463,0.2982456088066101,0.20000000298023224,1,0,0,0,0,0,0.9869694113731384,0.9852586388587952,0.7100319862365723,0.7100319862365723,0,0
TD-228b,Rhazes,False,29,1653229855125,5238,2014,397,43,1,-65,42,-2,-3,0,0.5312877893447876,0.488717257976532,0.42808106541633606,0.35525497794151306,0,0.30793890357017517,0.28752535581588745,0.2606516182422638,0.1304347813129425,1,0,0,0,0,0,0.9908043146133423,0.6631479859352112,0.9908043146133423,0.6631479859352112,0,0
TD-228b,Rhazes,False,30,1653834655125,5169,2069,406,94,1,-69,55,9,51,0,0.5796115398406982,0.5287042856216431,0.48254019021987915,0.4593786597251892,0,0.28980526328086853,0.30238330364227295,0.256926953792572,0.06976744532585144,1,0,0,0,0,0,0.994410514831543,0.9433760046958923,0.994410514831543,0.9433760046958923,0,0
TD-228b,Rhazes,False,31,1654439455125,4840,2033,418,84,1,-129,-36,12,-10,0,0.46112048625946045,0.4209149479866028,0.49606314301490784,0.31272417306900024,0,0.47474339604377747,0.4562590718269348,0.0517241396009922,0.25531914830207825,1,0,0,0,0,0,0.8290224075317383,0.8290224075317383,0.8290224075317383,0.09614556282758713,0,0
TD-228b,Rhazes,False,32,1655044255125,4638,1983,435,78,1,-202,-50,17,-6,0,0.4215826094150543,0.40870532393455505,0.5664414763450623,0.3713589012622833,0,0.46074381470680237,0.3876045346260071,0.07894736528396606,0.1666666716337204,1,0,0,0,0,0,0.8609002232551575,0.8609002232551575,0.8609002232551575,0.8609002232551575,0,0
TD-228b,Rhazes,False,33,1655649055125,4636,1963,462,131,1,-202,-20,27,53,0,0.423084557056427,0.4415338337421417,0.721194326877594,0.558627724647522,0,0.456386923789978,0.3469490706920624,0,0,1,0,0,50,22,0,0.9747784733772278,0.9747784733772278,0.9747784733772278,0.9747784733772278,0,0
TD-228b,Rhazes,False,34,1656253855125,4436,1946,517,133,1,-200,-17,55,2,0,0.4199398159980774,0.4470055401325226,0.7729700803756714,0.49546051025390625,0,0.4585849940776825,0.3708609342575073,0,0.23664122819900513,1,0,0,23,0,0,0.9940219521522522,0.8041295409202576,0.9940219521522522,0.8041295409202576,0,0
TD-228b,Rhazes,False,35,1656858655125,4169,1902,560,129,1,-267,-44,43,-4,0,0.37576791644096375,0.420734703540802,0.7438563704490662,0.43631860613822937,0,0.533363401889801,0.4064748287200928,0.06189555302262306,0.24812030792236328,1,0,0,0,0,0,1,0.6539198160171509,1,0.6539198160171509,0,0
TD-228b,Rhazes,False,36,1657463455125,3829,1784,574,113,1,-340,-118,14,-16,0,0.3170255720615387,0.33828097581863403,0.5727262496948242,0.2952634394168854,0,0.5082753896713257,0.4242902100086212,0.1339285671710968,0.22480620443820953,1,0,0,0,0,0,1,0.6809179782867432,0.2933288514614105,0.2933288514614105,0,0
TD-228b,Rhazes,False,37,1658068255125,3585,1716,587,104,1,-244,-68,13,-9,0,0.36486300826072693,0.38599085807800293,0.5730472207069397,0.3587772250175476,0,0.4593888819217682,0.3806053698062897,0.15505225956439972,0.1150442510843277,1,0,0,0,0,0,1,1,0.8067701458930969,0.8067701458930969,0,0
TD-228b,Rhazes,False,38,1658673055125,3415,1691,600,103,1,-170,-25,13,-1,0,0.40852391719818115,0.436115562915802,0.5857656598091125,0.4529910981655121,0,0.4532775580883026,0.35606059432029724,0.1737648993730545,0.03846153989434242,1,0,0,0,0,0,1,1,1,1,0,0
TD-228b,Rhazes,False,39,1659277855125,3299,1697,611,101,1,-116,6,11,-2,0,0.44448912143707275,0.47317513823509216,0.5449841022491455,0.43366673588752747,0,0.4260614812374115,0.34654051065444946,0.19166666269302368,0.029126213863492012,1,0,0,0,0,0,1,1,1,0.13187336921691895,0,0
TD-228b,Rhazes,False,40,1659882655125,3223,1721,621,98,1,-76,24,10,-3,0,0.4733528196811676,0.49403539299964905,0.5087155699729919,0.41343623399734497,0,0.40588057041168213,0.34885090589523315,0.20621931552886963,0.009900989942252636,1,0,0,0,0,0,1,1,1,0,0,0
TD-228b,Rhazes,False,41,1660487455125,2889,1680,615,92,1,-134,-41,-6,-6,0,0.41540250182151794,0.4205825626850128,0.44984015822410583,0.3831717371940613,0,0.5038041472434998,0.45671120285987854,0.21900160610675812,0,1,0,0,0,2,0,1,0.6501736044883728,1,0,0,0
TD-228b,Rhazes,False,42,1661092255125,2731,1604,601,87,1,-158,-76,-14,-5,0,0.3863968551158905,0.37691375613212585,0.42560383677482605,0.3879595994949341,0,0.4807892143726349,0.443452388048172,0.17886178195476532,0,1,0,0,0,38,0,1,0.6981449127197266,1,0,0,0
TD-228b,Rhazes,False,43,1661697055125,2609,1547,606,140,1,-122,-57,5,53,0,0.4133259952068329,0.39795368909835815,0.48963069915771484,0.5191642642021179,0,0.4507506489753723,0.417082279920578,0.15973377227783203,0,1,0,0,0,43,0,1,1,1,0.6251541376113892,0,0
TD-228b,Rhazes,False,44,1662301855125,2492,1480,602,140,1,-117,-67,-4,0,0,0.4120882451534271,0.38196563720703125,0.46175092458724976,0.46413666009902954,0,0.42506706714630127,0.3956044018268585,0.1666666716337204,0.0714285746216774,1,0,0,0,0,0,1,1,0.4707376956939697,0.4707376956939697,0,0
TD-228b,Rhazes,False,45,1662906655125,3167,1414,590,136,1,475,-66,-12,-4,0,0.5745126605033875,0.37686195969581604,0.43570244312286377,0.4241194725036621,0,0.004457652103155851,0.3682432472705841,0.16112956404685974,0.0714285746216774,1,0,0,0,0,0,1,0.9455320239067078,0.38824182748794556,0.38824182748794556,0,0
TD-228b,Rhazes,False,46,1663511455125,3138,1347,556,121,1,-29,-67,-34,-15,0,0.5945085287094116,0.3586999475955963,0.36756807565689087,0.31373754143714905,0,0.15377329289913177,0.3387553095817566,0.2118644118309021,0.19117647409439087,1,0,0,0,0,0,1,0.7526165246963501,0.3663578927516937,0.3663578927516937,0,0
XD-492b,XD-492b,False,0,1655362071951,256,4,0,0,0,56,4,0,0,0,1,0.8500000238418579,0.6499999761581421,0.3499999940395355,0.25,0,0,0,0,0,100,0,0,0,0,1,1,1,0,0,0
XD-492b,XD-492b,False,1,1655966871951,331,6,0,0,0,75,2,0,0,0,1,0.32692307233810425,0.6213071942329407,0.3356536030769348,0.2356536090373993,0,1,0,0,0,44,0,0,0,0,1,0.7668711543083191,1,0,0,0
XD-492b,XD-492b,False,2,1656571671951,383,6,0,0,0,52,0,0,0,0,0.8596134185791016,0.20000000298023224,0.5954669713973999,0.32273349165916443,0.22312681376934052,0.09365558624267578,1,0,0,0,0,0,0,0,0,1,0.5913660526275635,0.9832841753959656,0,0,0
XD-492b,XD-492b,False,3,1657176471951,393,6,0,0,0,10,0,0,0,0,0.7275181412696838,0.08947368711233139,0.5576798319816589,0.30383992195129395,0.20716482400894165,0.2167101800441742,1,0,0,0,0,0,0,0,0,1,0.5125576853752136,0.852514922618866,0,0,0
XD-492b,XD-492b,False,4,1657781271951,392,6,0,0,0,-1,0,0,0,0,0.6303561925888062,0.042500000447034836,0.5322862267494202,0.29114311933517456,0.19652874767780304,0.23664122819900513,1,0,0,0,0,0,0,0,0,1,0.49975013732910156,0.8312551975250244,0,0,0
XD-492b,XD-492b,False,5,1658386071951,369,5,0,0,0,-23,-1,0,0,0,0.3562752902507782,0,0.48873797059059143,0.2669066786766052,0.18042364716529846,0.8469387888908386,1,0,0,0,0,0,0,0,0,0.7537688612937927,0.5010020136833191,0.7537688612937927,0,0,0
XD-492b,XD-492b,False,6,1658990871951,323,4,0,0,0,-46,-1,0,0,0,0.19161149859428406,0,0.28870394825935364,0.15781302750110626,0.10643546283245087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492b,XD-492b,False,7,1659595671951,269,3,0,0,0,-54,-1,0,0,0,0.0782637819647789,0,0.1632252335548401,0.08913145959377289,0.060268521308898926,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492b,XD-492b,False,8,1660200471951,218,2,0,0,0,-51,-1,0,0,0,0.02564922906458378,0,0.06890596449375153,0.03758740425109863,0.025471579283475876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492b,XD-492b,False,9,1660805271951,174,2,0,0,0,-44,0,0,0,0,0,0,0.02196981944143772,0.011927120387554169,0.008158276788890362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492b,XD-492b,False,10,1661410071951,139,2,0,0,0,-35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492b,XD-492b,False,11,1662014871951,111,2,0,0,0,-28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-492b,XD-492b,False,12,1662619671951,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,0,1644042436814,186,2,0,0,0,-14,2,0,0,0,0.20000000298023224,0.8500000238418579,0.6499999761581421,0.3499999940395355,0.25,0.699999988079071,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XD-055d,XD-055d,False,1,1644647236814,163,4,0,0,0,-23,2,0,0,0,0.213895782828331,0.32692307233810425,0.6499999761581421,0.3499999940395355,0.25,0.6774193644523621,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XD-055d,XD-055d,False,2,1645252036814,146,3,0,0,0,-17,-1,0,0,0,0.23868755996227264,0.20000000298023224,0.6499999761581421,0.3499999940395355,0.25,0.6319018602371216,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XD-055d,XD-055d,False,3,1645856836814,132,3,0,0,0,-14,0,0,0,0,0.2693939208984375,0.08947368711233139,0.6499999761581421,0.3499999940395355,0.25,0.5890411138534546,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XD-055d,XD-055d,False,4,1646461636814,122,2,0,0,0,-10,-1,0,0,0,0.3054355978965759,0.042500000447034836,0.6499999761581421,0.3499999940395355,0.25,0.5454545617103577,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XD-055d,XD-055d,False,5,1647066436814,107,2,0,0,0,-15,0,0,0,0,0.1887669861316681,0,0.38999998569488525,0.20999999344348907,0.15000000596046448,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,6,1647671236814,91,2,0,0,0,-16,0,0,0,0,0.11540988832712173,0,0.22750000655651093,0.12250000238418579,0.08749999850988388,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,7,1648276036814,0,2,0,0,0,0,0,0,0,0,0.051002491265535355,0,0.09749999642372131,0.05249999836087227,0.03750000149011612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,8,1648880836814,0,2,0,0,0,0,0,0,0,0,0.01772727258503437,0,0.032499998807907104,0.017500000074505806,0.012500000186264515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,9,1649485636814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,10,1650090436814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,11,1650695236814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,12,1651300036814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,13,1651904836814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,14,1652509636814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,15,1653114436814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,16,1653719236814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,17,1654324036814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,18,1654928836814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,19,1655533636814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,20,1656138436814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,21,1656743236814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,22,1657348036814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,23,1657952836814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,24,1658557636814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,25,1659162436814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,26,1659767236814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,27,1660372036814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,28,1660976836814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,29,1661581636814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,30,1662186436814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,31,1662791236814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-055d,XD-055d,False,32,1663396036814,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC-702f,WC-702f,False,0,1635644947717,238,2,0,0,0,38,2,0,0,0,0.8999999761581421,0.8500000238418579,0.6499999761581421,0.3499999940395355,0.25,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
WC-702f,WC-702f,True,1,1636249747717,549,6,0,0,0,111,4,0,0,0,0.9615384340286255,0.6346153616905212,0.8653846383094788,0.6520470976829529,0.552047073841095,0,1,0,0,0,162,0,0,0,0,1,0.908265233039856,1,0,0,0
WC-702f,WC-702f,True,2,1636854547717,696,11,0,0,0,147,5,0,0,0,0.9764705896377563,0.5823529362678528,0.9176470637321472,0.7164391279220581,0.6164391040802002,0,1,0,0,0,51,0,0,0,0,1,0.7191657423973083,1,0,0,0
WC-702f,WC-702f,True,3,1637459347717,891,17,0,0,0,195,6,0,0,0,0.9894737005233765,0.5368421077728271,0.9631578922271729,0.7657791972160339,0.667082667350769,0.13793103396892548,1,0,0,0,0,0,0,0,0,1,0.564015805721283,0.9380863308906555,0,0,0
WC-702f,WC-702f,True,4,1638064147717,1109,24,0,0,0,218,7,0,0,0,0.9520284533500671,0.5174999833106995,0.9651700854301453,0.7665796279907227,0.6727603673934937,0.3265993297100067,1,0,0,0,0,0,0,0,0,1,0.43888524174690247,0.72966068983078,0,0,0
WC-702f,WC-702f,False,5,1638668947717,1104,28,0,0,0,-5,4,0,0,0,0.6362890005111694,0.30000001192092896,0.7403639554977417,0.556414008140564,0.4710744619369507,0.4589720368385315,1,0,0,0,0,0,0,0,0,0.8826125264167786,0.35155564546585083,0.5842828154563904,0,0,0
WC-702f,WC-702f,False,6,1639273747717,1087,28,0,0,0,-17,0,0,0,0,0.43225881457328796,0.17499999701976776,0.587058424949646,0.40868672728538513,0.3290134072303772,0.45652174949645996,1,0,0,0,0,0,0,0,0,0.8833922147750854,0.3516174256801605,0.5841121673583984,0,0,0
WC-702f,WC-702f,False,7,1639878547717,1038,28,0,0,0,-49,0,0,0,0,0.282439261674881,0.07500000298023224,0.4693026542663574,0.29590994119644165,0.21960754692554474,0.4480220675468445,1,0,0,0,0,0,0,0,0,0.8968609571456909,0.35695162415504456,0.5929439663887024,0,0,0
WC-702f,WC-702f,False,8,1640483347717,963,25,0,0,0,-75,-3,0,0,0,0.1372012048959732,0.02500000037252903,0.3318392038345337,0.19565081596374512,0.1369902640581131,0.8073217868804932,1,0,0,0,0,0,0,0,0,0.3752345144748688,0.1866368055343628,0.30998140573501587,0,0,0
WC-702f,WC-702f,False,9,1641088147717,878,22,0,0,0,-85,-3,0,0,0,0.05968041718006134,0,0.2606697678565979,0.1445247232913971,0.0952683538198471,0.792315661907196,1,0,0,0,0,0,0,0,0,0.4048582911491394,0.20140987634658813,0.3345600664615631,0,0,0
